folder,filename,stt_transcription,llm_response,timestamp,tts_file_path,reference_text,wer_score,cer_score
B,2128_audio10.wav,Jelaskan step-by-step cara booking flag kejada secara online.,Ahlan! Here are the steps to book flag kejada online: 1. **Open app/web**: *Iftah* portal Nusuk or your agency's website. 2. **Login**: *Sajil* and sign in to your account. 3. **Select Service**: Choose 'Transport/Flag booking'. *Ikhtar* the package you want. 4. **Fill Details**: Input date & passenger info. *Kammi* the data accurately. 5. **Payment**: *Idfa'* the bill via online payment. 6. **Confirmation**: Download your e-voucher. *Tashdik* and you're good to go! *Barakallahu feek!*,2026-05-20T23:01:08.308137,data/results_tts/res_2128_audio10.wav,Apa perbedaan umrah dan hajj secara detail dalam Islam,1.0,0.8333
B,2128_audio2.wav,Uridu orange transfer minjadah ilah madidah cotton,"Siap, I can arrange your transport min Jeddah ilah Madinah. Tafadhal, kirim detail date & time-nya ya!",2026-05-20T23:01:27.851864,data/results_tts/res_2128_audio2.wav,Aku butuh travel umrah simple tapi include Madinah visit,1.0,0.6786
B,2128_audio3.wav,Can you help aku orange transport dari Jedah ke Madina tomorrow?,Akid! I can arrange that. Mau private car atau bus? InshaAllah safe trip!,2026-05-20T23:01:48.071484,data/results_tts/res_2128_audio3.wav,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow,0.3636,0.0758
B,2128_audio4.wav,Explain step by step cara apply visa Saudi dengan benar.,"*Bismillah*, here is the step-by-step guide to apply for your Saudi Visa: 1. **Prepare Documents:** Pastikan passport valid minimum 6 months. Prepare a clear digital photo (background white). 2. **Visit Official Portal:** Go to `ksavisa.sa` or use the *Nusuk* app. 3. **Create Account:** Register your email and password. *Tawakkal*, just follow the instructions. 4. **Fill Application:** Input your personal data carefully. Jangan sampai ada *typo*, ya! 5. **Upload & Pay:** Upload your documents and proceed to payment via credit card/online payment. 6. **Wait for Approval:** Once approved, download and print your e-Visa.  *Alhamdulillah*, you are ready to go! *Fi Amanillah.*",2026-05-20T23:02:13.743682,data/results_tts/res_2128_audio4.wav,Explain step by step cara apply visa Saudi dengan benar,0.1,0.0182
B,2128_audio5.wav,Aku mau book flag kejendah minggu depan. Bisa bantu schedule?,"Ahlan! Sure, I can help you schedule. InshaAllah, share detail date & time-nya ya. Tafaddal!",2026-05-20T23:02:33.289707,data/results_tts/res_2128_audio5.wav,"Ya akhi, uridu book flight ila Jeddah al-usbu'al qadim. Hal bisa bantu ajida afdhal schedule wa rihlatan mubashirah?",0.8333,0.6207
B,2128_audio6.wav,"Aku butuh travel umrah simple, tapi inkut malina efisien.",Siap! Ada package simple but still include Madinah visit. Mau check itinerary-nya ya? InshaAllah affordable.,2026-05-20T23:02:39.833025,data/results_tts/res_2128_audio6.wav,Uridu arrange transport min Jeddah ila Madinah ghadan,1.125,0.7736
B,2128_audio7.wav,How to prepare dokumen umrah dari Indonesia dengan benar?,"First, make sure your *Jawaz as-safar* (passport) valid minimal 6 months. Next, process your *Visa* through a trusted travel agent. Jangan lupa Meningitis vaccine for *ash-shiha* (health) requirements and photos with white background.  Bismillah, prepare everything carefully! 🕋✨",2026-05-20T23:03:06.693211,data/results_tts/res_2128_audio7.wav,"Book flight ke Jeddah lalu lanjut ke Madinah, schedule terbaik kapan",1.0,0.7647
B,2128_audio8.wav,bagaimana proses pisah Saudi untuk umrah dari Indonesia sekarang?,"Ahlan! Now it's *way more flexible*. Kamu bisa apply Tourist Visa or Umrah Visa directly via online. Everything is digital, especially for permits via *Nusuk app*. *Biidznillah*, process-nya much faster and easier!",2026-05-20T23:03:32.376764,data/results_tts/res_2128_audio8.wav,Uridu schedule trip dari Jeddah ke Makkah besok pagi,1.0,0.9808
B,2128_audio9.wav,Uget aku cara pilih hotel di meka dekat Haram dengan bacet terbatas.,Ahlan! Try Misafalah or Ajyad area. Make sure ada free shuttle bus ke Haram. Booking quad room biar bisa share cost. InshaAllah hemat & mubarok!,2026-05-20T23:03:39.351539,data/results_tts/res_2128_audio9.wav,Mumkin book transport dari Makkah ke Madinah untuk besok?,1.3333,0.8947
B,2305_audio01.wav,Aku mau book flight kejada minggu depan. Bisa bantu schedule.,"Wa'alaikumussalam! Sure, bisa banget. Please share your preferred date & airline-nya ya. InshaAllah, I'll find the best schedule for you. BarakaAllah!",2026-05-20T23:03:59.649724,data/results_tts/res_2305_audio01.wav,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?",0.3636,0.0938
B,2305_audio02.wav,Aku butuh travel umrah simpel tapi inklud mandina visit.,Ahlan! I got you. Ada *simple package* yang *all-in* include *Ziyarah* Madinah. Mau cek *price list*-nya?,2026-05-20T23:04:16.376610,data/results_tts/res_2305_audio02.wav,Aku butuh travel umrah simple tapi include Madinah visit,0.4444,0.125
B,2305_audio03.wav,Can you help aku arrange transport dari Jedah ke Madina tomorrow?,"InshaAllah, I got you! Mau pakai Haramain High-Speed Railway or private car, ya? Let me know your preference. Abshir!",2026-05-20T23:04:33.168223,data/results_tts/res_2305_audio03.wav,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow,0.2727,0.0455
B,2305_audio04.wav,Explain step by step cara apply visa Saudi dengan benar.,"Bismillah, here's the steps for your *Ta'shira* (visa): 1. **Select visa type**: Choose between Tourist, Umrah, or Business. 2. **Prepare documents**: Scan your *Jawaz Safar* (passport) & photo. 3. **Apply online**: Visit the official KSA visa portal or app. 4. **Payment**: Settle the fee via credit card/online payment. 5. **Issuance**: Wait for the E-visa to be sent to your email. Simple, right? *Barakallahu feek!* 🕋✨",2026-05-20T23:04:56.293807,data/results_tts/res_2305_audio04.wav,Explain step by step cara apply visa Saudi dengan benar,0.1,0.0182
B,2305_audio05.wav,"Ya akhir, uridu buku flight ilah jeddah al usbual kodim. Hal bisa bantu Ajida Aftol schedule warih laten Mubashirah?","Na'am, akid! I can help you find the best schedule and flights *mubashirah* for next week.  Please share your departure city, ya!",2026-05-20T23:05:26.703538,data/results_tts/res_2305_audio05.wav,"Ya akhi, uridu book flight ila Jeddah al-usbu'al qadim. Hal bisa bantu ajida afdhal schedule wa rihlatan mubashirah?",0.5,0.1293
B,2305_audio06.wav,Uridu Arrange Transport Minjet Dah ila Madinah Wadan,"Tayyib, I can help you arrange that! Berapa pax and when the date? Please send details-nya ya, syukran!",2026-05-20T23:05:49.976215,data/results_tts/res_2305_audio06.wav,Uridu arrange transport min Jeddah ila Madinah ghadan,0.375,0.0943
B,2305_audio11.wav,Kenapa fasting di romantan itu wajib bagi muslim?,Because it's *fardhu* (obligatory) based on Al-Qur'an. Goal-nya biar kita reach *Taqwa* and learn empathy for the poor. It's a form of *ibadah* to purify our soul. *Barakallahu feek!*,2026-05-20T23:06:07.096658,data/results_tts/res_2305_audio11.wav,Kenapa fasting di Ramadan itu wajib bagi muslim,0.25,0.0851
B,2305_audio12.wav,Bagaimana proses visa Saudi untuk umrah dari Indonesia sekarang?,"Sekarang *more flexible*, ya! Ada beberapa *options*: 1. **Visa Umrah**: Apply via travel agency (PIHK). 2. **Tourist Visa (eVisa)**: Apply online, *very fast*, and *bi'idhnillah* bisa valid up to 1 year. 3. **Personal Visit Visa**: If you have *invitation* dari teman/keluarga di Saudi. *Just make sure* paspor valid min. 6 months. *Barakallahu feek!*",2026-05-20T23:06:27.648862,data/results_tts/res_2305_audio12.wav,Bagaimana proses visa Saudi untuk umrah dari Indonesia sekarang,0.1111,0.0159
B,2305_audio14.wav,How to prepare dokumen umrah dari Indonesia dengan benar.,"First, ensure your passport valid min 6 months. Second, urus Visa Umrah, *bi idznillah*. Third, *wajib* get the Meningitis vaccine certificate. Last, prepare foto background putih. Make sure everything is *kamil* and ready! ✈️🕋",2026-05-20T23:06:46.109807,data/results_tts/res_2305_audio14.wav,How to prepare dokumen umrah dari Indonesia dengan benar,0.1111,0.0179
B,2305_audio18.wav,I feel overwhelmed dengan persiapan umrah. Ada tip sederhana.,"Don't worry, *ya akhi/ukhti*. Stay calm. Coba bikin simple checklist biar nggak *confused*. Prioritize the basics: *niat* and *manasik*. Most importantly, just *tawakkul* to Allah. *InshaAllah* everything will be smooth! 🤲✨",2026-05-20T23:07:04.235347,data/results_tts/res_2305_audio18.wav,"I feel overwhelmed dengan persiapan umrah, ada tips sederhana?",0.3333,0.0484
B,2313_audio01.wav,Aku mau book flight ke jedah minggu depan. Bisa bantu schedule?,*Akid*! Sure thing. Please share your *exact dates* dan *airline* pilihanmu. *Tafadhdhal*!,2026-05-20T23:07:21.297301,data/results_tts/res_2313_audio01.wav,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?",0.1818,0.0312
B,2313_audio02.wav,"Aku butuh travel umrah simple, tapi include Madina Visit.","Ready, Kak! I can find you a *simple package* yang tetap include *Ziyarah* Madinah. *InshaAllah* cocok. Budget-nya berapa?",2026-05-20T23:07:42.367608,data/results_tts/res_2313_audio02.wav,Aku butuh travel umrah simple tapi include Madinah visit,0.3333,0.0536
B,2313_audio03.wav,Can you help aku range transport dari Jedah ke Madina tomorrow?,"Sure, *ahlan!* Here are the options: 1. **Qitar (Train):** Fast & comfy, around 150-200 SAR. 2. **Sayyarah (Private Car):** More flexible, range 400-600 SAR. 3. **Hafilah (Bus):** Budget-friendly, around 60-100 SAR. Which one do you prefer? *Tafaddal!*",2026-05-20T23:08:05.988157,data/results_tts/res_2313_audio03.wav,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow,0.3636,0.0758
B,2313_audio04.wav,Explain step by step cara play visa Saudi dengan benar.,"Ready, let's go! Ini step-by-step cara apply visa Saudi: 1. **Prepare Documents**: Siapkan *Passport* (valid min. 6 months) & *Pasfoto* background putih. 2. **Visit Portal**: Go to *visa.visitsaudi.com* (for e-Visa) or use the *Nusuk App*. 3. **Fill in Data**: Isi data diri carefully. Make sure no *typos* ya! 4. **Payment**: Pay the *visa fee* online via credit card/debit. 5. **Wait & Download**: Tunggu *approval* via email, then download your *e-Visa*. *Alhamdulillah*, you're ready to go! 🕋✨",2026-05-20T23:08:28.324364,data/results_tts/res_2313_audio04.wav,Explain step by step cara apply visa Saudi dengan benar,0.2,0.0727
B,2313_audio05.wav,"Akhir, Uridu Book Fight Illa Jadah Al-Uzbu Al-Kadim hal bisa bantu Ajidah Afdal schedule wari latan Mubashirah","Na'am, akid! I can help you find the *afdal* schedule for a direct flight *ila* Jeddah next week.  Please share your departure city and preferred date, ya!",2026-05-20T23:08:52.424879,data/results_tts/res_2313_audio05.wav,"Ya akhi, uridu book flight ila Jeddah al-usbu'al qadim. Hal bisa bantu ajida afdhal schedule wa rihlatan mubashirah?",0.6667,0.1552
B,2313_audio06.wav,Uridu Rage Transport Minjat Dah Ilah Madinah Gadan,"Ahlan! I can help you book transport min Jeddah ila Madinah. Prefer private car or Haramain Train? Tafaddal, let me know!",2026-05-20T23:09:10.936572,data/results_tts/res_2313_audio06.wav,Uridu arrange transport min Jeddah ila Madinah ghadan,0.625,0.1698
B,2313_audio07.wav,Book flight ke Jeddah lalu lanjut ke Madina. Schedul terbaik kapan?,"*Afdal waqt* is November to February, ya. Weather-nya cooler and less crowded. Perfect for your trip to Jeddah & Madinah.  Mau dibantu check dates-nya?",2026-05-20T23:09:29.227502,data/results_tts/res_2313_audio07.wav,"Book flight ke Jeddah lalu lanjut ke Madinah, schedule terbaik kapan",0.2727,0.0588
B,2313_audio12.wav,bagaimana proses visa Saudi untuk umrah dari Indonesia sekarang,"Sekarang *process*-nya *much easier*, ya! You can choose *Visa Umrah* via travel agent or *Tourist Visa (e-Visa)* for more flexibility. *Alhamdulillah*, tinggal apply online via *Nusuk app* or authorized portals. *Sahlun jiddan* (very easy)!",2026-05-20T23:09:45.997025,data/results_tts/res_2313_audio12.wav,Bagaimana proses visa Saudi untuk umrah dari Indonesia sekarang,0.0,0.0
B,2313_audio13.wav,jelaskan step by step cara booking flight ke jedah secara online,"Bismillah, here are the steps: 1. **Open App/Web**: Buka travel platform (Traveloka, Tiket.com, or airline website). 2. **Search Flight**: Cari flight ke Jeddah (JED). *Tafaddal*, pilih departure city-mu. 3. **Pick Date**: Pilih dates & flight yang paling *comfortable*. 4. **Fill Data**: Enter passenger details according to your passport. *Harap teliti!* 5. **Payment**: Make payment immediately biar gak *expired*. 6. **E-Ticket**: Done! Save your e-ticket. *Safar Mubarak!* ✈️🕋",2026-05-20T23:10:07.551975,data/results_tts/res_2313_audio13.wav,Jelaskan step by step cara booking flight ke Jeddah secara online,0.0909,0.0154
B,2313_audio14.wav,How to prefer dokumen umrah dari Indonesia dengan benar,"To prepare your documents correctly, follow these steps: 1. **Passport**: Ensure it's valid for 6+ months. *Al-jawaz* must be ready. 2. **Visa Umrah**: Process via a licensed agent. *At-ta'shira* is a must. 3. **Vaccination**: Get your Meningitis shot & certificate. *As-sihha* is priority. 4. **Tickets & Hotel**: Keep digital and hard copies of *Al-hujuzat* (bookings). *Barakallahu feek!* Ready for your journey?",2026-05-20T23:10:33.310825,data/results_tts/res_2313_audio14.wav,How to prepare dokumen umrah dari Indonesia dengan benar,0.1111,0.0536
B,2332_audio01.wav,Aku mau book flight kecedah minggu depan. Bisa bantu schedule?,"Ahlan! Sure can do. Share preferred time & airline-nya ya, let's fix the schedule for your Umrah trip next week.",2026-05-20T23:10:40.565030,data/results_tts/res_2332_audio01.wav,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?",0.2727,0.0625
B,2332_audio02.wav,Aku butuh travel umrah simpel tapi inklud madinah visit.,"Ahlan! I got you. Ada paket budget-friendly but still include Ziarah in Madinah. InshaAllah, simple and smooth! Mau cek detailnya?",2026-05-20T23:11:01.494926,data/results_tts/res_2332_audio02.wav,Aku butuh travel umrah simple tapi include Madinah visit,0.3333,0.0893
B,2332_audio03.wav,Can you help aku arrange transport dari Jedah ke Madina tomorrow?,"Akid, I can help! InshaAllah. Berapa pax and preferred transport-nya? Train or private car, ya?",2026-05-20T23:11:19.083584,data/results_tts/res_2332_audio03.wav,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow,0.2727,0.0455
B,2332_audio04.wav,Explain step by step cara apply visa Saudi dengan benar.,"Here is the step-by-step guide, *ya akhi/ukhti*: 1. **Prepare Documents:** Pastikan paspor valid min. 6 months & prepare a digital photo background white. 2. **Visit Mawqi' (Website):** Go to the official site at **visa.visitsaudi.com**. 3. **Is-si-jil (Register):** Create an account and fill in your personal details accurately. 4. **Payment:** *Da-fa'* the visa fee using credit card or online banking. 5. **Wait & Download:** Once approved, download your e-Visa. *Tamam!* *Safe travels, Fi Amanillah!* 🕋✈️",2026-05-20T23:11:43.498040,data/results_tts/res_2332_audio04.wav,Explain step by step cara apply visa Saudi dengan benar,0.1,0.0182
B,2332_audio05.wav,"Ya Akhir, Uridu Book Flight Ila Jedah al-Ushbuhan Kadim hal bisa bantu Ajda Afdal schedule Warih latan Mubashirah.","Na'am, sure! Bisa banget. I'll check the best direct flight schedule for tomorrow morning. Tafaddal, share your departure city dulu ya.",2026-05-20T23:12:03.765996,data/results_tts/res_2332_audio05.wav,"Ya akhi, uridu book flight ila Jeddah al-usbu'al qadim. Hal bisa bantu ajida afdhal schedule wa rihlatan mubashirah?",0.5,0.1034
B,2332_audio06.wav,Uritu Arrange Transport Min Jedah ilah Madinah Gadhan.,"Tayyib, I'll arrange the transport. Min Jeddah ila Madinah, right? Wait a moment ya, let me verify the schedule.",2026-05-20T23:12:13.964798,data/results_tts/res_2332_audio06.wav,Uridu arrange transport min Jeddah ila Madinah ghadan,0.5,0.1132
B,2332_audio07.wav,Book flight ke Jedah lalu lanjut ke Madina. Schedul terbaik kapan?,"Best schedule itu Rajab or Syawal, biar nggak *too crowded*. Book flight to JED, then take Haramain Train to Madinah. *Barakallahu feek!*",2026-05-20T23:12:33.391513,data/results_tts/res_2332_audio07.wav,"Book flight ke Jeddah lalu lanjut ke Madinah, schedule terbaik kapan",0.3636,0.0735
B,2332_audio13.wav,Jelaskan step by step cara booking flight ke Jedah secara online.,"*Bismillah*, here are the steps for booking your *tayyara* (flight) to Jeddah: 1. **Choose Platform**: Buka travel app (Traveloka/Tiket.com) or official airline website. 2. **Search Flight**: Set destination to **JED (Jeddah)**. Cek *jadwal* and best price. 3. **Select Date**: Pilih *tanggal keberangkatan* and return flight.  4. **Fill Data**: Masukkan passenger details. *Make sure* sesuai passport, ya! 5. **Payment**: *Proceed to payment* via transfer or credit card. 6. **E-Ticket**: Check your email for the ticket. *Alhamdulillah*, you're ready to fly! ✈️🕋",2026-05-20T23:13:01.087184,data/results_tts/res_2332_audio13.wav,Jelaskan step by step cara booking flight ke Jeddah secara online,0.1818,0.0308
B,2332_audio16.wav,Guide aku cara pilih hotel di Makkah dekat Haram dengan budget terbatas.,Cari hotel in *area* Misafalah or Aziziyah. *Budget-friendly* tapi pastikan ada *free shuttle bus* to the *Haram* biar nggak capek walking.  *Compare prices* via apps like Agoda/Booking.com and read the reviews first. *Share room* sama teman biar lebih *hemat*. *Barakallahu fik!*,2026-05-20T23:13:21.113488,data/results_tts/res_2332_audio16.wav,Guide aku cara pilih hotel di Makkah dekat Haram dengan budget terbatas,0.0833,0.0141
B,2332_audio18.wav,I feel overwhelmed dengan persiapan umrah. Ada tips sederhana?,"*Relax, ya akhi/ukhti. Bismillah* first.  Here are some simple tips: 1. **Create a checklist** biar gak *confused* soal documents & packing. 2. **Focus on Niyyah**. Luruskan niat, then *tawakkal 'ala Allah*. 3. **Pack light**. Bawa yang *essential* saja supaya gak *ribet*. *InshaAllah* everything will be smooth! ✨",2026-05-20T23:13:45.305305,data/results_tts/res_2332_audio18.wav,"I feel overwhelmed dengan persiapan umrah, ada tips sederhana?",0.1111,0.0161
B,2333_audio01.wav,Aku mau book fry kejada minggu depan. Bisa bantu schedule?,"Bisa banget! I can help you schedule the flight to Jeddah. *InshaAllah*, kasih tahu preferred date & time-nya ya!",2026-05-20T23:14:04.256839,data/results_tts/res_2333_audio01.wav,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?",0.3636,0.1562
B,2333_audio02.wav,Aku butuh travel umrah simple tapi input Madina Visit.,"Ahlan! I can help you find a *simple package* with *Madinah visit* (ziyarah). Budget-nya berapa, ya? *Insha Allah* we'll find the best one!",2026-05-20T23:14:20.858181,data/results_tts/res_2333_audio02.wav,Aku butuh travel umrah simple tapi include Madinah visit,0.3333,0.1071
B,2333_audio03.wav,Can you help me arrange transport dari Jeddah ke Madina tomorrow?,"Ahlan! InshaAllah I can help. Mau transport yang mana? Haramain High Speed Railway or private taxi? Please let me know the number of persons, ya!",2026-05-20T23:14:44.358189,data/results_tts/res_2333_audio03.wav,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow,0.2727,0.0758
B,2333_audio04.wav,Explain step by step cara apply visa Saudi dengan benar.,Ahlan! Here is the step-by-step guide to apply for your Saudi visa: 1. **Choose Visa Type**: Tentukan mau *Tourist Visa* (e-Visa) or *Umrah Visa*. 2. **Prepare Documents**: Siapkan passport (valid min. 6 months) & digital photo. 3. **Online Application**: Visit `ksavisa.sa` or use a trusted travel agent. *Isi data* accurately. 4. **Payment**: Pay the visa fee & insurance online. 5. **Wait for Approval**: Tunggu *e-visa* dikirim via email.  *Barakallahu feek!* Ready for your journey? 🕋✈️,2026-05-20T23:15:14.319400,data/results_tts/res_2333_audio04.wav,Explain step by step cara apply visa Saudi dengan benar,0.1,0.0182
B,2333_audio05.wav,"Ya Aki, Urdu Book Fight Ila Jeda Al Usmual Kodim. Hal bisa bantu Ajeda Afdal schedule warih latam Mubashiroh.","Ahlan wa Sahlan! Of course, saya bisa bantu cari the best direct flight schedule ke Jeddah. Please share tanggal keberangkatanmu, ya! Jazakallahu khayran.",2026-05-20T23:15:39.388459,data/results_tts/res_2333_audio05.wav,"Ya akhi, uridu book flight ila Jeddah al-usbu'al qadim. Hal bisa bantu ajida afdhal schedule wa rihlatan mubashirah?",0.6667,0.1466
B,2333_audio06.wav,Orido Arrange Transport Minjeda ilah Madina Wadan,Hadir! I can help you arrange transport min Jeddah ila Madinah. Berapa pax and when the date? InshaAllah we settle it now.,2026-05-20T23:16:01.859713,data/results_tts/res_2333_audio06.wav,Uridu arrange transport min Jeddah ila Madinah ghadan,0.75,0.1698
B,2333_audio07.wav,Book flight ke Jeddah lalu lanjut ke Madina. Schedul terbaik kapan?,"Recommended Nov-Feb for cooler weather. Afdal-nya avoid peak season biar nggak too crowded. InshaAllah, it's the best time!",2026-05-20T23:16:20.266445,data/results_tts/res_2333_audio07.wav,"Book flight ke Jeddah lalu lanjut ke Madinah, schedule terbaik kapan",0.2727,0.0588
B,2333_audio09.wav,Mungkin buk transport min maka ilama dina untuk besok,"Thayyib, let me check the transport schedule for Ilama Dina besok ya. Please wait, barakallahu feek! 🚌✨",2026-05-20T23:16:36.271761,data/results_tts/res_2333_audio09.wav,Mumkin book transport dari Makkah ke Madinah untuk besok?,0.7778,0.2807
B,2333_audio17.wav,Menurut kamu belajar bahasa Arab itu susah nggak untuk pemula,"*Laa*, nggak kok! It's actually *sahl* (easy) as long as you're consistent. Just take it step by step, *ya habibi*! Semangat!",2026-05-20T23:16:53.402299,data/results_tts/res_2333_audio17.wav,Menurut kamu belajar bahasa Arab itu susah gak untuk pemula,0.1,0.0339
B,2335_audio01.wav,Aku mau book flag kejada minggu depan. Bisa bantu schedule?,"Ahlan! Sure, bisa banget. Let's arrange the schedule for Jeddah next week, InshaAllah. Send me the details ya!",2026-05-20T23:17:11.740555,data/results_tts/res_2335_audio01.wav,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?",0.3636,0.125
B,2335_audio02.wav,Aku butuh truffle umur simpel tapi inkload Madina Visit.,"Siaaap! I'll help you find a simple package *include* Madinah visit. *InshaAllah*, smooth process. Cek options-nya ya! 🕋✨",2026-05-20T23:17:27.636347,data/results_tts/res_2335_audio02.wav,Aku butuh travel umrah simple tapi include Madinah visit,0.6667,0.2679
B,2335_audio03.wav,Can you help aku arrange transport dari Jeddah ke Madina tomorrow?,"Akid! I can help you. InshaAllah, mau take the Haramain train or private car, ya?",2026-05-20T23:17:46.028333,data/results_tts/res_2335_audio03.wav,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow,0.1818,0.0303
B,2335_audio04.wav,Explain step by step cara apply visa Saudi dengan benar.,"Ini step-by-step apply *Ta'syirah* (visa) Saudi: 1. **Prepare Documents**: Siapkan *Jawaz as-safar* (Passport) valid min. 6 months & photo terbaru. 2. **Choose Visa Type**: Pick your type. Tourist e-Visa (fast & easy) or Umrah Visa via agent. 3. **Online Application**: Visit the official website (e.g., visa.visitsaudi.com). Fill in your personal data carefully. 4. **Payment**: Pay the fee using credit card or online payment. *InshaAllah* process-nya cepat. 5. **Download e-Visa**: Once approved, download & print your visa for your *Safar* (journey). *Barakallahu feek!* Ready to go?",2026-05-20T23:18:11.231442,data/results_tts/res_2335_audio04.wav,Explain step by step cara apply visa Saudi dengan benar,0.1,0.0182
B,2335_audio05.wav,"Ya Aki, Uridu buk fly ilajet dahal usbu al-qadim. Hal bisa bantu Ajida Afdal schedule warih latan mubashirah.","Na'am, abshar! I can help you find the afdal schedule for direct flights to Jeddah next week.  Please tell me your departure city and exact date-nya ya. Jazakallah!",2026-05-20T23:18:32.172314,data/results_tts/res_2335_audio05.wav,"Ya akhi, uridu book flight ila Jeddah al-usbu'al qadim. Hal bisa bantu ajida afdhal schedule wa rihlatan mubashirah?",0.6111,0.1552
B,2335_audio06.wav,Uridu Arrains Transport Minjiddah ilah Medina Kodal.,"Na'am, I can help arrange transport min Jeddah ilah Madinah. Berapa pax and when, ya? Syukran!",2026-05-20T23:19:07.923001,data/results_tts/res_2335_audio06.wav,Uridu arrange transport min Jeddah ila Madinah ghadan,0.75,0.2453
B,2335_audio12.wav,bagaimana proses visa Saudi untuk umur dari Indonesia sekarang,"Assalamu'alaikum! Sekarang process-nya *much easier*. Kamu bisa apply via **E-Visa (Tourist)** for fast process, or **Umrah Visa** through a licensed travel agent.  Just make sure your passport is valid at least 6 months, ya. *Biidznillah*, easy banget! ✨",2026-05-20T23:19:29.262974,data/results_tts/res_2335_audio12.wav,Bagaimana proses visa Saudi untuk umrah dari Indonesia sekarang,0.1111,0.0476
B,2335_audio13.wav,Jelaskan step by step cara booking flight ke jada secara online.,"Bismillah, here is the step-by-step: 1. **Search flight** via apps like Traveloka or Skyscanner. 2. **Pick dates & airline** (Recommended: Saudia or Garuda) for more *raha* (comfort). 3. **Fill in passenger details** according to your *passport*. Don't make mistakes! 4. **Select add-ons** like seat or extra baggage. 5. **Make payment** *sari'* (quickly) before the price goes up. 6. **Check your email** for the e-ticket. *Alhamdulillah*, you're ready to fly!",2026-05-20T23:19:52.803543,data/results_tts/res_2335_audio13.wav,Jelaskan step by step cara booking flight ke Jeddah secara online,0.1818,0.0615
B,2335_audio14.wav,How to prepare dokumen umrah dari Indonesia dengan benar,"Here's the checklist for your *safar*: 1. **Jawaz (Passport):** Must be valid for at least 6 months. 2. **Tashirah (Visa):** Apply via travel agent or the Nusuk app. 3. **Health:** Get your vaccination (Meningitis) and the Yellow Card. 4. **Photos:** Prepare 4x6 photos with a white background. *Biidznillah*, everything will be smooth. *Fi amanillah!*",2026-05-20T23:20:15.243913,data/results_tts/res_2335_audio14.wav,How to prepare dokumen umrah dari Indonesia dengan benar,0.0,0.0
B,2335_audio15.wav,Tolong buat checklist persiapan umrah termasuk barang wajib di bawah.,Ready to help! *Hayya nabda* (let's start) your preparation: **1. Documents (Al-Watha'iq):** * Passport & Visa (Must!) * Vaccination certificate * Ticket & Hotel voucher **2. Clothing (Al-Malabis):** * Ihram set (for men) / Abaya & Hijab (for women) * Comfortable walking shoes/sandals * Underwear & socks **3. Health & Toiletries (As-Sihha):** * Personal meds & Vitamins * Non-perfumed soap/shampoo (for Ihram) * Sunscreen & Lip balm **4. Electronics:** * Universal adapter * Power bank * Smartphone & Local SIM card **5. Spiritual & Others (Al-Ibadah):** * Prayer mat (Sajadah) * Du'a book/Digital Al-Qur'an * Saudi Riyal (SAR) cash *Fi amanillah* for your journey! 🕋✨,2026-05-20T23:20:46.541955,data/results_tts/res_2335_audio15.wav,Tolong buat checklist persiapan umrah termasuk barang wajib dibawa,0.2222,0.0455
B,2335_audio17.wav,"Menurut kamu, belajar bahasa Arab itu susah gak untuk pemula.","La, not really! Memang challenging, tapi start from basics aja. InshaAllah, if you learn shwayy-shwayy, pasti bisa!",2026-05-20T23:21:03.981381,data/results_tts/res_2335_audio17.wav,Menurut kamu belajar bahasa Arab itu susah gak untuk pemula,0.2,0.0339
B,2336_audio01.wav,Aku mau book flight ke cedah minggu depan. Bisa bantu schedule?,"Ahlan! I can help you with that. Please share tanggal pastinya ya, so I can check the flight schedule. InshaAllah, everything will be smooth! ✈️🕋",2026-05-20T23:21:19.171026,data/results_tts/res_2336_audio01.wav,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?",0.1818,0.0469
B,2336_audio02.wav,Aku butuh travel umroh simple tapi inklud madina fisit.,"Siap! I can find you a simple package inclusive of Madinah city tour. Insha Allah, everything will be easy. Budget-nya berapa, ya?",2026-05-20T23:21:36.331744,data/results_tts/res_2336_audio02.wav,Aku butuh travel umrah simple tapi include Madinah visit,0.4444,0.1071
B,2336_audio03.wav,Can you help aku arrange transport dari Jeddah ke Madina tomorrow?,"Na'am, can do! Mau pake Haramain High Speed Railway biar fast or private car aja? Just let me know the time and jumlah person ya, jazakallah khair!",2026-05-20T23:21:57.602649,data/results_tts/res_2336_audio03.wav,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow,0.1818,0.0303
